Orthogroup	E_dermatitidis_DCF04.aa	E_dermatitidis_NIHUT8656.aa
OG0003781	HRR76_005620-T1	HMPREF1120_05398
OG0003782	HRR76_003157-T1	HMPREF1120_03000
OG0003783	HRR76_006129-T1	HMPREF1120_05896
OG0003784	HRR76_006536-T1	HMPREF1120_06304
OG0003785	HRR76_003796-T1	HMPREF1120_03633
OG0003786	HRR76_007635-T1	HMPREF1120_07408
OG0003787	HRR76_005352-T1	HMPREF1120_05149
OG0003788	HRR76_004335-T1	HMPREF1120_04135
OG0003789	HRR76_005714-T1	HMPREF1120_05487
OG0003790	HRR76_000623-T1	HMPREF1120_00607
OG0003791	HRR76_003765-T1	HMPREF1120_03602
OG0003792	HRR76_006046-T1	HMPREF1120_05813
OG0003793	HRR76_005297-T1	HMPREF1120_05097
OG0003794	HRR76_006955-T1	HMPREF1120_06750
OG0003795	HRR76_001750-T1	HMPREF1120_01694
OG0003796	HRR76_009401-T1	HMPREF1120_09079
OG0003797	HRR76_009202-T1	HMPREF1120_08877
OG0003798	HRR76_006879-T1	HMPREF1120_06678
OG0003799	HRR76_006286-T1	HMPREF1120_06059
OG0003800	HRR76_009559-T1	HMPREF1120_09234
OG0003801	HRR76_001689-T1	HMPREF1120_01635
OG0003802	HRR76_003343-T1	HMPREF1120_03185
OG0003803	HRR76_009211-T1	HMPREF1120_08889
OG0003804	HRR76_006489-T1	HMPREF1120_06258
OG0003805	HRR76_009412-T1	HMPREF1120_09087
OG0003806	HRR76_006369-T1	HMPREF1120_06140
OG0003807	HRR76_005243-T1	HMPREF1120_05039
OG0003808	HRR76_004599-T1	HMPREF1120_04409
OG0003809	HRR76_005991-T1	HMPREF1120_05764
OG0003810	HRR76_007607-T1	HMPREF1120_07377
OG0003811	HRR76_006826-T1	HMPREF1120_06627
OG0003812	HRR76_005060-T1	HMPREF1120_04854
OG0003813	HRR76_005192-T1	HMPREF1120_04986
OG0003814	HRR76_000452-T1	HMPREF1120_00441
OG0003815	HRR76_000251-T1	HMPREF1120_00252
OG0003816	HRR76_005594-T1	HMPREF1120_05372
OG0003817	HRR76_003440-T1	HMPREF1120_03280
OG0003818	HRR76_000519-T1	HMPREF1120_00506
OG0003819	HRR76_009107-T1	HMPREF1120_08782
OG0003820	HRR76_003397-T1	HMPREF1120_03238
OG0003821	HRR76_005148-T1	HMPREF1120_04941
OG0003822	HRR76_000506-T1	HMPREF1120_00494
OG0003823	HRR76_002926-T1	HMPREF1120_02800
OG0003824	HRR76_004388-T1	HMPREF1120_04190
OG0003825	HRR76_008140-T1	HMPREF1120_06589
OG0003826	HRR76_002129-T1	HMPREF1120_02039
OG0003827	HRR76_007157-T1	HMPREF1120_06948
OG0003828	HRR76_004643-T1	HMPREF1120_04452
OG0003829	HRR76_008068-T1	HMPREF1120_07827
OG0003830	HRR76_003635-T1	HMPREF1120_03473
OG0003831	HRR76_009533-T1	HMPREF1120_09209
OG0003832	HRR76_002536-T1	HMPREF1120_02422
OG0003833	HRR76_001587-T1	HMPREF1120_01532
OG0003834	HRR76_001824-T1	HMPREF1120_01763
OG0003835	HRR76_007796-T1	HMPREF1120_07567
OG0003836	HRR76_004963-T1	HMPREF1120_04759
OG0003837	HRR76_006615-T1	HMPREF1120_06387
OG0003838	HRR76_007509-T1	HMPREF1120_07287
OG0003839	HRR76_001415-T1	HMPREF1120_01363
OG0003840	HRR76_001284-T1	HMPREF1120_01240
OG0003841	HRR76_004697-T1	HMPREF1120_04508
OG0003842	HRR76_008391-T1	HMPREF1120_08105
OG0003843	HRR76_007451-T1	HMPREF1120_07229
OG0003844	HRR76_007516-T1	HMPREF1120_07293
OG0003845	HRR76_002855-T1	HMPREF1120_02731
OG0003846	HRR76_007252-T1	HMPREF1120_07036
OG0003847	HRR76_007673-T1	HMPREF1120_07445
OG0003848	HRR76_001205-T1	HMPREF1120_01166
OG0003849	HRR76_002979-T1	HMPREF1120_02848
OG0003850	HRR76_000617-T1	HMPREF1120_00600
OG0003851	HRR76_004980-T1	HMPREF1120_04777
OG0003852	HRR76_002176-T1	HMPREF1120_02086
OG0003853	HRR76_009173-T1	HMPREF1120_08848
OG0003854	HRR76_002369-T1	HMPREF1120_02269
OG0003855	HRR76_001521-T1	HMPREF1120_01464
OG0003856	HRR76_004220-T1	HMPREF1120_04024
OG0003857	HRR76_003607-T1	HMPREF1120_03446
OG0003858	HRR76_001534-T1	HMPREF1120_01477
OG0003859	HRR76_005011-T3	HMPREF1120_04806
OG0003860	HRR76_008628-T1	HMPREF1120_08334
OG0003861	HRR76_008070-T1	HMPREF1120_07829
OG0003862	HRR76_008457-T1	HMPREF1120_08170
OG0003863	HRR76_001132-T1	HMPREF1120_01093
OG0003864	HRR76_004373-T1	HMPREF1120_04172
OG0003865	HRR76_001924-T1	HMPREF1120_01854
OG0003866	HRR76_007440-T2	HMPREF1120_07220
OG0003867	HRR76_001931-T1	HMPREF1120_01861
OG0003868	HRR76_004863-T1	HMPREF1120_04663
OG0003869	HRR76_001174-T1	HMPREF1120_01136
OG0003870	HRR76_009188-T1	HMPREF1120_08863
OG0003871	HRR76_002955-T1	HMPREF1120_02826
OG0003872	HRR76_009043-T1	HMPREF1120_08721
OG0003873	HRR76_007765-T1	HMPREF1120_07534
OG0003874	HRR76_001237-T1	HMPREF1120_01197
OG0003875	HRR76_002879-T1	HMPREF1120_02753
OG0003876	HRR76_004880-T1	HMPREF1120_04680
OG0003877	HRR76_007343-T1	HMPREF1120_07122
OG0003878	HRR76_008151-T1	HMPREF1120_06578
OG0003879	HRR76_002489-T1	HMPREF1120_02380
OG0003880	HRR76_007688-T1	HMPREF1120_07460
OG0003881	HRR76_002286-T1	HMPREF1120_02192
OG0003882	HRR76_004057-T1	HMPREF1120_03867
OG0003883	HRR76_005759-T1	HMPREF1120_05534
OG0003884	HRR76_006189-T1	HMPREF1120_05954
OG0003885	HRR76_009112-T1	HMPREF1120_08786
OG0003886	HRR76_000257-T1	HMPREF1120_00258
OG0003887	HRR76_005680-T1	HMPREF1120_05455
OG0003888	HRR76_003391-T1	HMPREF1120_03232
OG0003889	HRR76_006986-T1	HMPREF1120_06779
OG0003890	HRR76_000840-T1	HMPREF1120_00817
OG0003891	HRR76_007612-T1	HMPREF1120_07381
OG0003892	HRR76_003852-T1	HMPREF1120_03687
OG0003893	HRR76_004754-T1	HMPREF1120_04562
OG0003894	HRR76_002558-T1	HMPREF1120_02441
OG0003895	HRR76_006255-T1	HMPREF1120_06030
OG0003896	HRR76_009514-T1	HMPREF1120_09188
OG0003897	HRR76_002674-T1	HMPREF1120_02550
OG0003898	HRR76_001346-T1	HMPREF1120_01299
OG0003899	HRR76_005997-T1	HMPREF1120_05770
OG0003900	HRR76_000951-T1	HMPREF1120_00920
OG0003901	HRR76_009407-T1	HMPREF1120_09083
OG0003902	HRR76_000152-T1	HMPREF1120_00157
OG0003903	HRR76_002632-T1	HMPREF1120_02511
OG0003904	HRR76_005492-T1	HMPREF1120_05269
OG0003905	HRR76_005943-T1	HMPREF1120_05719
OG0003906	HRR76_001069-T1	HMPREF1120_01039
OG0003907	HRR76_000554-T1	HMPREF1120_00540
OG0003908	HRR76_008635-T1	HMPREF1120_08342
OG0003909	HRR76_003068-T1	HMPREF1120_02932
OG0003910	HRR76_000678-T1	HMPREF1120_00660
OG0003911	HRR76_000020-T1	HMPREF1120_00029
OG0003912	HRR76_006279-T1	HMPREF1120_06053
OG0003913	HRR76_002700-T1	HMPREF1120_02577
OG0003914	HRR76_006476-T1	HMPREF1120_06245
OG0003915	HRR76_002344-T1	HMPREF1120_02244
OG0003916	HRR76_001676-T1	HMPREF1120_01623
OG0003917	HRR76_000940-T1	HMPREF1120_00910
OG0003918	HRR76_003952-T1	HMPREF1120_03768
OG0003919	HRR76_005775-T1	HMPREF1120_05552
OG0003920	HRR76_005023-T1	HMPREF1120_04820
OG0003921	HRR76_005897-T1	HMPREF1120_05676
OG0003922	HRR76_001747-T1	HMPREF1120_01691
OG0003923	HRR76_006762-T1	HMPREF1120_06521
OG0003924	HRR76_000348-T1	HMPREF1120_00340
OG0003925	HRR76_000851-T1	HMPREF1120_00827
OG0003926	HRR76_004301-T1	HMPREF1120_04102
OG0003927	HRR76_008607-T1	HMPREF1120_08318
OG0003928	HRR76_000683-T1	HMPREF1120_00664
OG0003929	HRR76_004312-T1	HMPREF1120_04114
OG0003930	HRR76_006226-T1	HMPREF1120_05996
OG0003931	HRR76_006429-T1	HMPREF1120_06196
OG0003932	HRR76_009435-T1	HMPREF1120_09110
OG0003933	HRR76_001629-T1	HMPREF1120_01575
OG0003934	HRR76_001793-T1	HMPREF1120_01735
OG0003935	HRR76_005843-T1	HMPREF1120_05620
OG0003936	HRR76_003070-T1	HMPREF1120_02934
OG0003937	HRR76_000392-T1	HMPREF1120_00383
OG0003938	HRR76_000660-T1	HMPREF1120_00642
OG0003939	HRR76_007140-T1	HMPREF1120_06933
OG0003940	HRR76_004051-T1	HMPREF1120_03860
OG0003941	HRR76_009368-T1	HMPREF1120_09047
OG0003942	HRR76_004530-T1	HMPREF1120_04332
OG0003943	HRR76_006632-T1	HMPREF1120_06401
OG0003944	HRR76_001432-T1	HMPREF1120_01380
OG0003945	HRR76_001231-T1	HMPREF1120_01191
OG0003946	HRR76_008157-T1	HMPREF1120_06573
OG0003947	HRR76_001224-T1	HMPREF1120_01184
OG0003948	HRR76_007068-T1	HMPREF1120_06864
OG0003949	HRR76_004920-T1	HMPREF1120_04721
OG0003950	HRR76_008796-T1	HMPREF1120_08497
OG0003951	HRR76_008509-T1	HMPREF1120_08223
OG0003952	HRR76_004170-T1	HMPREF1120_03975
OG0003953	HRR76_007391-T1	HMPREF1120_07170
OG0003954	HRR76_002189-T1	HMPREF1120_02099
OG0003955	HRR76_004328-T1	HMPREF1120_04128
OG0003956	HRR76_008516-T1	HMPREF1120_08228
OG0003957	HRR76_008252-T1	HMPREF1120_07965
OG0003958	HRR76_000730-T1	HMPREF1120_00711
OG0003959	HRR76_002986-T1	HMPREF1120_02855
OG0003960	HRR76_005017-T1	HMPREF1120_04814
OG0003961	HRR76_008451-T1	HMPREF1120_08165
OG0003962	HRR76_008673-T1	HMPREF1120_08378
OG0003963	HRR76_006558-T1	HMPREF1120_06328
OG0003964	HRR76_001527-T1	HMPREF1120_01470
OG0003965	HRR76_003601-T1	HMPREF1120_03439
OG0003966	HRR76_001474-T1	HMPREF1120_01418
OG0003967	HRR76_003612-T1	HMPREF1120_03451
OG0003968	HRR76_006674-T1	HMPREF1120_06441
OG0003969	HRR76_001805-T1	HMPREF1120_01746
OG0003970	HRR76_002255-T1	HMPREF1120_02160
OG0003971	HRR76_007852-T1	HMPREF1120_07624
OG0003972	HRR76_009128-T1	HMPREF1120_08802
OG0003973	HRR76_000611-T1	HMPREF1120_00594
OG0003974	HRR76_009370-T1	HMPREF1120_09049
OG0003975	HRR76_002429-T1	HMPREF1120_02323
OG0003976	HRR76_007628-T1	HMPREF1120_07399
OG0003977	HRR76_007457-T1	HMPREF1120_07234
OG0003978	HRR76_002226-T1	HMPREF1120_02132
OG0003979	HRR76_009223-T1	HMPREF1120_08903
OG0003980	HRR76_004820-T1	HMPREF1120_04626
OG0003981	HRR76_008397-T1	HMPREF1120_08111
OG0003982	HRR76_004691-T1	HMPREF1120_04502
OG0003983	HRR76_008440-T1	HMPREF1120_08152
OG0003984	HRR76_002476-T1	HMPREF1120_02367
OG0003985	HRR76_001581-T1	HMPREF1120_01526
OG0003986	HRR76_006344-T1	HMPREF1120_06116
OG0003987	HRR76_004280-T1	HMPREF1120_04082
OG0003988	HRR76_009473-T1	HMPREF1120_09148
OG0003989	HRR76_002279-T1	HMPREF1120_02185
OG0003990	HRR76_002886-T1	HMPREF1120_02761
OG0003991	HRR76_008765-T1	HMPREF1120_08465
OG0003992	HRR76_004040-T1	HMPREF1120_03849
OG0003993	HRR76_001984-T1	HMPREF1120_01912
OG0003994	HRR76_007151-T1	HMPREF1120_06943
OG0003995	HRR76_008343-T1	HMPREF1120_08057
OG0003996	HRR76_008688-T1	HMPREF1120_08391
OG0003997	HRR76_002762-T1	HMPREF1120_02638
OG0003998	HRR76_001905-T1	HMPREF1120_01837
OG0003999	HRR76_007952-T1	HMPREF1120_07717
OG0004000	HRR76_001115-T1	HMPREF1120_01081
OG0004001	HRR76_006157-T1	HMPREF1120_05923
OG0004002	HRR76_001128-T1	HMPREF1120_01091
OG0004003	HRR76_005787-T1	HMPREF1120_05564
OG0004004	HRR76_003926-T1	HMPREF1120_03743
OG0004005	HRR76_000876-T1	HMPREF1120_00848
OG0004006	HRR76_000289-T1	HMPREF1120_00287
OG0004007	HRR76_001370-T1	HMPREF1120_01320
OG0004008	HRR76_000486-T1	HMPREF1120_00473
OG0004009	HRR76_003129-T1	HMPREF1120_02970
OG0004010	HRR76_005495-T1	HMPREF1120_05272
OG0004011	HRR76_000155-T1	HMPREF1120_00160
OG0004012	HRR76_002635-T1	HMPREF1120_02514
OG0004013	HRR76_003536-T1	HMPREF1120_03373
OG0004014	HRR76_001223-T1	HMPREF1120_01183
OG0004015	HRR76_000049-T1	HMPREF1120_00056
OG0004016	HRR76_009581-T1	HMPREF1120_09256
OG0004017	HRR76_001473-T1	HMPREF1120_01417
OG0004018	HRR76_006673-T1	HMPREF1120_06440
OG0004019	HRR76_006252-T1	HMPREF1120_06027
OG0004020	HRR76_001651-T1	HMPREF1120_01597
OG0004021	HRR76_007615-T1	HMPREF1120_07385
OG0004022	HRR76_000366-T1	HMPREF1120_00358
OG0004023	HRR76_003979-T1	HMPREF1120_03795
OG0004024	HRR76_008674-T1	HMPREF1120_08379
OG0004025	HRR76_001978-T1	HMPREF1120_01906
OG0004026	HRR76_003176-T1	HMPREF1120_03022
OG0004027	HRR76_009115-T1	HMPREF1120_08789
OG0004028	HRR76_008558-T1	HMPREF1120_08267
OG0004029	HRR76_003826-T1	HMPREF1120_03663
OG0004030	HRR76_000395-T1	HMPREF1120_00386
OG0004031	HRR76_004739-T1	HMPREF1120_04549
OG0004032	HRR76_000976-T1	HMPREF1120_00945
OG0004033	HRR76_003369-T1	HMPREF1120_03212
OG0004034	HRR76_000179-T1	HMPREF1120_00184
OG0004035	HRR76_001368-T1	HMPREF1120_01318
OG0004036	HRR76_009432-T1	HMPREF1120_09107
OG0004037	HRR76_009231-T1	HMPREF1120_08917
OG0004038	HRR76_002607-T1	HMPREF1120_02488
OG0004039	HRR76_006397-T1	HMPREF1120_06166
OG0004040	HRR76_005721-T1	HMPREF1120_05494
OG0004041	HRR76_006440-T1	HMPREF1120_06206
OG0004042	HRR76_001640-T1	HMPREF1120_01586
OG0004043	HRR76_004567-T1	HMPREF1120_04376
OG0004044	HRR76_005734-T1	HMPREF1120_05505
OG0004045	HRR76_000539-T1	HMPREF1120_00525
OG0004046	HRR76_006765-T1	HMPREF1120_06524
OG0004047	HRR76_005772-T1	HMPREF1120_05549
OG0004048	HRR76_003955-T1	HMPREF1120_03771
OG0004049	HRR76_008700-T1	HMPREF1120_08403
OG0004050	HRR76_001983-T1	HMPREF1120_01911
OG0004051	HRR76_008344-T1	HMPREF1120_08058
OG0004052	HRR76_004264-T1	HMPREF1120_04066
OG0004053	HRR76_003879-T1	HMPREF1120_03698
OG0004054	HRR76_000767-T1	HMPREF1120_00745
OG0004055	HRR76_009527-T1	HMPREF1120_09200
OG0004056	HRR76_001488-T1	HMPREF1120_01431
OG0004057	HRR76_000929-T1	HMPREF1120_00899
OG0004058	HRR76_000126-T1	HMPREF1120_00130
OG0004059	HRR76_009474-T1	HMPREF1120_09149
OG0004060	HRR76_005269-T1	HMPREF1120_05067
OG0004061	HRR76_001091-T1	HMPREF1120_01060
OG0004062	HRR76_005466-T1	HMPREF1120_05242
OG0004063	HRR76_001960-T1	HMPREF1120_01889
OG0004064	HRR76_001878-T1	HMPREF1120_01811
OG0004065	HRR76_008986-T1	HMPREF1120_08666
OG0004066	HRR76_007855-T1	HMPREF1120_07627
OG0004067	HRR76_002252-T1	HMPREF1120_02157
OG0004068	HRR76_002516-T1	HMPREF1120_02404
OG0004069	HRR76_002451-T1	HMPREF1120_02342
OG0004070	HRR76_009513-T1	HMPREF1120_09187
OG0004071	HRR76_005664-T1	HMPREF1120_05441
OG0004072	HRR76_003615-T1	HMPREF1120_03454
OG0004073	HRR76_001802-T1	HMPREF1120_01743
OG0004074	HRR76_002673-T1	HMPREF1120_02551
OG0004075	HRR76_002509-T1	HMPREF1120_02397
OG0004076	HRR76_008189-T1	HMPREF1120_07904
OG0004077	HRR76_004753-T1	HMPREF1120_04561
OG0004078	HRR76_004669-T1	HMPREF1120_04478
OG0004079	HRR76_007176-T1	HMPREF1120_06966
OG0004080	HRR76_007979-T1	HMPREF1120_07741
OG0004081	HRR76_005708-T1	HMPREF1120_05480
OG0004082	HRR76_000637-T1	HMPREF1120_00619
OG0004083	HRR76_002157-T1	HMPREF1120_02069
OG0004084	HRR76_007129-T1	HMPREF1120_06922
OG0004085	HRR76_007926-T1	HMPREF1120_07693
OG0004086	HRR76_000553-T1	HMPREF1120_00539
OG0004087	HRR76_001435-T1	HMPREF1120_01382
OG0004088	HRR76_006635-T1	HMPREF1120_06404
OG0004089	HRR76_002796-T1	HMPREF1120_02671
OG0004090	HRR76_004949-T1	HMPREF1120_04747
OG0004091	HRR76_007536-T1	HMPREF1120_07311
OG0004092	HRR76_007955-T1	HMPREF1120_07720
OG0004093	HRR76_007046-T1	HMPREF1120_06842
OG0004094	HRR76_001902-T1	HMPREF1120_01834
OG0004095	HRR76_005031-T1	HMPREF1120_04825
OG0004096	HRR76_002765-T1	HMPREF1120_02641
OG0004097	HRR76_008476-T1	HMPREF1120_08189
OG0004098	HRR76_005550-T1	HMPREF1120_05326
OG0004099	HRR76_001101-T1	HMPREF1120_01069
OG0004100	HRR76_008279-T1	HMPREF1120_07996
OG0004101	HRR76_002688-T1	HMPREF1120_02565
OG0004102	HRR76_007489-T1	HMPREF1120_07267
OG0004103	HRR76_004029-T1	HMPREF1120_03839
OG0004104	HRR76_007286-T1	HMPREF1120_07070
OG0004105	HRR76_007879-T1	HMPREF1120_07648
OG0004106	HRR76_009346-T1	HMPREF1120_09026
OG0004107	HRR76_002343-T1	HMPREF1120_02243
OG0004108	HRR76_004076-T1	HMPREF1120_03884
OG0004109	HRR76_001217-T1	HMPREF1120_01178
OG0004110	HRR76_007826-T1	HMPREF1120_07599
OG0004111	HRR76_001407-T1	HMPREF1120_01355
OG0004112	HRR76_006607-T1	HMPREF1120_06377
OG0004113	HRR76_005844-T1	HMPREF1120_05621
OG0004114	HRR76_001794-T1	HMPREF1120_01736
OG0004115	HRR76_000684-T1	HMPREF1120_00666
OG0004116	HRR76_002397-T1	HMPREF1120_02297
OG0004117	HRR76_002440-T1	HMPREF1120_02331
OG0004118	HRR76_009069-T1	HMPREF1120_08746
OG0004119	HRR76_008429-T1	HMPREF1120_08141
OG0004120	HRR76_007316-T1	HMPREF1120_07099
OG0004121	HRR76_007309-T1	HMPREF1120_07093
OG0004122	HRR76_000788-T1	HMPREF1120_00766
OG0004123	HRR76_006993-T1	HMPREF1120_06786
OG0004124	HRR76_006442-T1	HMPREF1120_06208
OG0004125	HRR76_006667-T1	HMPREF1120_06434
OG0004126	HRR76_001642-T1	HMPREF1120_01588
OG0004127	HRR76_006241-T1	HMPREF1120_06014
OG0004128	HRR76_009009-T1	HMPREF1120_08688
OG0004129	HRR76_006498-T1	HMPREF1120_06267
OG0004130	HRR76_001698-T1	HMPREF1120_01645
OG0004131	HRR76_009430-T1	HMPREF1120_09105
OG0004132	HRR76_003075-T1	HMPREF1120_02939
OG0004133	HRR76_003723-T1	HMPREF1120_03560
OG0004134	HRR76_003699-T1	HMPREF1120_03538
OG0004135	HRR76_002013-T1	HMPREF1120_01939
OG0004136	HRR76_000665-T1	HMPREF1120_00647
OG0004137	HRR76_008994-T1	HMPREF1120_08675
OG0004138	HRR76_006081-T1	HMPREF1120_05847
OG0004139	HRR76_006947-T1	HMPREF1120_06742
OG0004140	HRR76_001962-T1	HMPREF1120_01890
OG0004141	HRR76_002705-T1	HMPREF1120_02582
OG0004142	HRR76_001161-T1	HMPREF1120_01123
OG0004143	HRR76_001387-T1	HMPREF1120_01337
OG0004144	HRR76_008702-T1	HMPREF1120_08406
OG0004145	HRR76_005770-T1	HMPREF1120_05547
OG0004146	HRR76_002336-T1	HMPREF1120_02237
OG0004147	HRR76_009333-T1	HMPREF1120_09010
OG0004148	HRR76_003059-T1	HMPREF1120_02923
OG0004149	HRR76_007717-T1	HMPREF1120_07488
OG0004150	HRR76_006893-T1	HMPREF1120_06690
OG0004151	HRR76_007294-T1	HMPREF1120_07078
OG0004152	HRR76_003145-T1	HMPREF1120_02987
OG0004153	HRR76_006027-T1	HMPREF1120_05795
OG0004154	HRR76_001058-T1	HMPREF1120_01027
OG0004155	HRR76_001372-T1	HMPREF1120_01322
OG0004156	HRR76_004133-T1	HMPREF1120_03944
OG0004157	HRR76_008630-T1	HMPREF1120_08337
OG0004158	HRR76_008894-T1	HMPREF1120_08571
OG0004159	HRR76_007543-T1	HMPREF1120_07318
OG0004160	HRR76_000025-T1	HMPREF1120_00033
OG0004161	HRR76_001862-T1	HMPREF1120_01796
OG0004162	HRR76_006847-T1	HMPREF1120_06646
OG0004163	HRR76_001321-T1	HMPREF1120_01276
OG0004164	HRR76_001334-T1	HMPREF1120_01289
OG0004165	HRR76_000696-T1	HMPREF1120_00677
OG0004166	HRR76_002569-T1	HMPREF1120_02452
OG0004167	HRR76_005685-T1	HMPREF1120_05460
OG0004168	HRR76_000845-T1	HMPREF1120_00822
OG0004169	HRR76_004609-T1	HMPREF1120_04420
OG0004170	HRR76_001786-T1	HMPREF1120_01728
OG0004171	HRR76_007597-T1	HMPREF1120_07370
OG0004172	HRR76_005768-T1	HMPREF1120_05545
OG0004173	HRR76_006250-T1	HMPREF1120_06025
OG0004174	HRR76_004573-T1	HMPREF1120_04382
OG0004175	HRR76_002737-T1	HMPREF1120_02614
OG0004176	HRR76_004285-T1	HMPREF1120_04087
OG0004177	HRR76_002947-T1	HMPREF1120_02818
OG0004178	HRR76_006705-T1	HMPREF1120_06469
OG0004179	HRR76_004414-T1	HMPREF1120_04215
OG0004180	HRR76_004204-T1	HMPREF1120_04009
OG0004181	HRR76_008760-T1	HMPREF1120_08461
OG0004182	HRR76_005154-T1	HMPREF1120_04947
OG0004183	HRR76_003033-T1	HMPREF1120_02901
OG0004184	HRR76_006784-T1	HMPREF1120_06544
OG0004185	HRR76_004956-T1	HMPREF1120_04752
OG0004186	HRR76_000707-T1	HMPREF1120_00688
OG0004187	HRR76_005216-T1	HMPREF1120_05013
OG0004188	HRR76_005552-T1	HMPREF1120_05328
OG0004189	HRR76_006336-T1	HMPREF1120_06110
OG0004190	HRR76_004159-T1	HMPREF1120_03966
OG0004191	HRR76_003309-T1	HMPREF1120_03150
OG0004192	HRR76_002442-T1	HMPREF1120_02333
OG0004193	HRR76_009375-T1	HMPREF1120_09054
OG0004194	HRR76_008014-T1	HMPREF1120_07774
OG0004195	HRR76_003316-T1	HMPREF1120_03155
OG0004196	HRR76_002667-T1	HMPREF1120_02545
OG0004197	HRR76_002241-T1	HMPREF1120_02146
OG0004198	HRR76_001308-T1	HMPREF1120_01263
OG0004199	HRR76_002498-T1	HMPREF1120_02387
OG0004200	HRR76_007075-T1	HMPREF1120_06871
OG0004201	HRR76_007699-T1	HMPREF1120_07472
OG0004202	HRR76_002081-T1	HMPREF1120_01992
OG0004203	HRR76_008445-T1	HMPREF1120_08157
OG0004204	HRR76_006013-T1	HMPREF1120_05781
OG0004205	HRR76_004825-T1	HMPREF1120_04631
OG0004206	HRR76_004175-T1	HMPREF1120_03980
OG0004207	HRR76_002847-T1	HMPREF1120_02723
OG0004208	HRR76_004399-T1	HMPREF1120_04199
OG0004209	HRR76_000735-T1	HMPREF1120_00716
OG0004210	HRR76_006569-T1	HMPREF1120_06340
OG0004211	HRR76_004856-T1	HMPREF1120_04657
OG0004212	HRR76_001800-T1	HMPREF1120_01741
OG0004213	HRR76_006737-T1	HMPREF1120_06497
OG0004214	HRR76_003597-T1	HMPREF1120_03435
OG0004215	HRR76_002250-T1	HMPREF1120_02155
OG0004216	HRR76_003294-T1	HMPREF1120_03135
OG0004217	HRR76_007145-T1	HMPREF1120_06938
OG0004218	HRR76_007059-T1	HMPREF1120_06855
OG0004219	HRR76_003717-T1	HMPREF1120_03554
OG0004220	HRR76_004535-T1	HMPREF1120_04336
OG0004221	HRR76_002893-T1	HMPREF1120_02768
OG0004222	HRR76_009359-T1	HMPREF1120_09038
OG0004223	HRR76_003543-T1	HMPREF1120_03381
OG0004224	HRR76_004925-T1	HMPREF1120_04726
OG0004225	HRR76_006760-T1	HMPREF1120_06519
OG0004226	HRR76_005258-T1	HMPREF1120_05055
OG0004227	HRR76_008784-T1	HMPREF1120_08484
OG0004228	HRR76_004918-T1	HMPREF1120_04719
OG0004229	HRR76_000141-T1	HMPREF1120_00145
OG0004230	HRR76_004108-T1	HMPREF1120_03916
OG0004231	HRR76_008705-T1	HMPREF1120_08409
OG0004232	HRR76_003950-T1	HMPREF1120_03766
OG0004233	HRR76_000942-T1	HMPREF1120_00912
OG0004234	HRR76_004203-T1	HMPREF1120_04008
OG0004235	HRR76_003021-T1	HMPREF1120_02887
OG0004236	HRR76_002711-T1	HMPREF1120_02587
OG0004237	HRR76_000998-T1	HMPREF1120_00966
OG0004238	HRR76_003034-T1	HMPREF1120_02902
OG0004239	HRR76_008336-T1	HMPREF1120_08050
OG0004240	HRR76_006783-T1	HMPREF1120_06543
OG0004241	HRR76_004413-T1	HMPREF1120_04214
OG0004242	HRR76_002702-T1	HMPREF1120_02579
OG0004243	HRR76_001965-T1	HMPREF1120_01893
OG0004244	HRR76_000662-T1	HMPREF1120_00644
OG0004245	HRR76_000390-T1	HMPREF1120_00381
OG0004246	HRR76_002591-T1	HMPREF1120_02473
OG0004247	HRR76_003072-T1	HMPREF1120_02936
OG0004248	HRR76_007724-T1	HMPREF1120_07495
OG0004249	HRR76_007731-T1	HMPREF1120_07501
OG0004250	HRR76_001896-T2	HMPREF1120_01827
OG0004251	HRR76_001645-T1	HMPREF1120_01591
OG0004252	HRR76_001359-T1	HMPREF1120_01310
OG0004253	HRR76_006445-T1	HMPREF1120_06211
OG0004254	HRR76_008013-T1	HMPREF1120_07773
OG0004255	HRR76_004310-T1	HMPREF1120_04112
OG0004256	HRR76_005677-T1	HMPREF1120_05452
OG0004257	HRR76_003841-T1	HMPREF1120_03678
OG0004258	HRR76_003087-T1	HMPREF1120_02951
OG0004259	HRR76_004818-T1	HMPREF1120_04624
OG0004260	HRR76_006778-T1	HMPREF1120_06538
OG0004261	HRR76_005393-T1	HMPREF1120_05170
OG0004262	HRR76_008569-T1	HMPREF1120_08280
OG0004263	HRR76_003850-T1	HMPREF1120_03685
OG0004264	HRR76_000842-T1	HMPREF1120_00819
OG0004265	HRR76_007610-T1	HMPREF1120_07379
OG0004266	HRR76_003661-T1	HMPREF1120_03498
OG0004267	HRR76_005682-T1	HMPREF1120_05457
OG0004268	HRR76_003247-T1	HMPREF1120_03088
OG0004269	HRR76_000071-T1	HMPREF1120_00076
OG0004270	HRR76_000898-T1	HMPREF1120_00870
OG0004271	HRR76_008737-T1	HMPREF1120_08441
OG0004272	HRR76_009110-T1	HMPREF1120_08784
OG0004273	HRR76_001865-T1	HMPREF1120_01799
OG0004274	HRR76_001199-T1	HMPREF1120_01161
OG0004275	HRR76_000022-T1	HMPREF1120_00030
OG0004276	HRR76_001375-T1	HMPREF1120_01325
OG0004277	HRR76_001996-T1	HMPREF1120_01922
OG0004278	HRR76_005490-T1	HMPREF1120_05267
